50,150,200,250,400,600,1000,2000
0,0.01,-0.01,-0.01,0.04,-0.02,0.06,0.24
0.02,0.05,0.03,0.01,0.02,0.07,0.12,0.29
0.01,0.02,0.02,0.08,0.08,0.15,0.22,0.44
0,0.02,0.03,0.09,0.11,0.18,0.22,0.45
