50,150,200,250,400,600,1000,2000
0.01,0,0.01,-0.04,0,-0.05,0.02,0.05
0.01,0.02,0.02,0.01,0.02,0.02,0,0.01
0,0.01,0,0,0,0,0,-0.01
-0.01,0.01,0,0,0,-0.01,0,0
