50,150,200,250,400,600,1000,2000
0,0.02,0.01,0,0.01,0.07,0.03,0.11
0,0,0.01,0.02,0.02,0.04,0.01,0.01
0,0.01,0,0,0.01,0.01,0.02,0.01
0.01,0,0,0,0.01,0,0,0
