50,150,200,250,400,600,1000,2000
5.86,5.66,5.61,5.52,5.27,5.02,4.47,3.61
5.13,3.95,3.53,3.15,2.42,1.88,1.31,0.84
3.16,1.58,1.28,1.08,0.75,0.54,0.39,0.42
2.1,0.92,0.73,0.61,0.41,0.31,0.27,0.37
