50,150,200,250,400,600,1000,2000
0,0.01,0.01,0.02,0.03,0.01,0.02,0.02
0.01,0.02,0.01,0.01,0.03,0.03,0.07,0.3
0.02,0.02,0.02,0.03,0.08,0.17,0.22,0.49
0.01,0.02,0.04,0.07,0.11,0.18,0.34,0.43
