50,150,200,250,400,600,1000,2000
0.01,0.02,0,0.01,0.01,0.06,0.03,0.03
0,0.01,0.04,0.01,0.03,0.05,0.13,0.34
0.01,0.04,0.05,0.07,0.13,0.22,0.29,0.51
0.02,0.08,0.09,0.11,0.19,0.27,0.32,0.5
